City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Bambamarca,PE,-6.6833,-78.5333,52.18,92,85,1.59,broken clouds
455,Eyl,SO,7.9803,49.8164,80.58,68,24,20.8,broken clouds
456,Conde,BR,-7.2597,-34.9075,72.86,100,90,7.54,broken clouds
457,Jalu,LY,29.0331,21.5482,73.65,54,3,10.42,broken clouds
458,Gold Coast,AU,-28.0,153.4333,62.91,54,90,12.91,broken clouds
459,Lorengau,PG,-2.0226,147.2712,84.25,70,87,6.64,broken clouds
460,Ozernovskiy,RU,51.5,156.5167,44.87,92,90,9.84,broken clouds
461,Hasaki,JP,35.7333,140.8333,87.19,64,0,11.45,broken clouds
462,Pennagaram,IN,12.1333,77.9,79.99,63,100,6.22,broken clouds
463,Corrales,US,35.2378,-106.6067,87.24,11,0,1.01,broken clouds
464,Bilibino,RU,68.0546,166.4372,40.59,73,100,10.56,broken clouds
465,Sabang,ID,5.8933,95.3214,82.98,70,100,17.13,broken clouds
466,Eten,PE,-6.9081,-79.8642,66.96,86,92,9.31,broken clouds
467,Tupik,RU,54.4253,119.9327,56.71,86,100,10.67,broken clouds
468,Ola,RU,59.5833,151.2833,48.29,82,100,8.3,broken clouds
469,Shenjiamen,CN,29.9576,122.298,72.73,95,100,7.29,broken clouds
470,Carndonagh,IE,55.25,-7.2667,59.13,92,100,9.17,broken clouds
471,Santa Ana,US,33.7456,-117.8678,73.15,65,40,4.0,broken clouds
472,Ust-Kuyga,RU,70.0167,135.6,58.8,37,100,20.2,broken clouds
473,Avera,US,33.194,-82.5271,73.74,93,99,4.5,broken clouds
474,Rosetta,EG,31.4044,30.4164,67.82,64,3,10.96,broken clouds
475,Khor,RU,47.8861,134.9464,81.59,51,2,8.9,broken clouds
476,Lithgow,AU,-33.4833,150.15,47.66,91,99,10.56,broken clouds
477,Zeya,RU,53.75,127.2667,78.37,41,100,8.66,broken clouds
478,Sergeyevka,KZ,53.88,67.4158,56.86,49,43,13.02,broken clouds
479,Abu Kamal,SY,34.4506,40.9171,76.91,29,25,10.2,broken clouds
480,Virginia Beach,US,36.8529,-75.978,82.45,79,75,9.22,broken clouds
481,Shelburne,CA,44.0787,-80.2041,70.75,93,87,4.05,broken clouds
482,Bucovat,RO,44.3,23.75,57.49,95,0,3.15,broken clouds
483,Vettavalam,IN,12.1,79.25,87.44,47,100,12.15,broken clouds
484,Geoagiu,RO,45.9167,23.2,55.2,88,0,0.38,broken clouds
485,Haines Junction,CA,60.7522,-137.5108,64.35,25,0,12.66,broken clouds
486,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.52,97,92,2.66,broken clouds
487,Telde,ES,27.9924,-15.4192,71.82,60,20,27.63,broken clouds
488,Alexandria,EG,31.2156,29.9553,67.96,88,0,4.61,broken clouds
489,Vardo,NO,70.3705,31.1107,50.2,84,100,7.31,broken clouds
490,Verkhnyaya Inta,RU,65.9811,60.3094,46.78,50,62,8.43,broken clouds
491,Thinadhoo,MV,0.5333,72.9333,83.17,71,30,9.06,broken clouds
492,Kosa,RU,59.9445,54.9977,53.26,49,2,3.89,broken clouds
493,Jiujiang,CN,29.7333,115.9833,90.34,56,84,6.06,broken clouds
494,Gornopravdinsk,RU,60.05,69.9,51.48,47,10,5.26,broken clouds
495,Lishui,CN,28.4604,119.9103,82.96,78,100,2.77,broken clouds
496,Omsukchan,RU,62.5333,155.8,58.41,32,28,10.58,broken clouds
497,Lexington,US,37.9887,-84.4777,71.74,88,100,3.09,broken clouds
498,Gujranwala,PK,32.1617,74.1883,93.25,19,0,3.51,broken clouds
499,Chaiyaphum,TH,15.75,102.0,85.05,65,100,11.88,broken clouds
500,Gainesville,US,29.6516,-82.3248,81.09,71,20,0.0,broken clouds
501,Salta,AR,-24.7859,-65.4117,53.89,90,0,1.99,broken clouds
502,Namatanai,PG,-3.6667,152.4333,82.63,76,100,8.3,broken clouds
503,Takaka,NZ,-40.85,172.8,62.98,63,5,2.89,broken clouds
504,Malinovoye Ozero,RU,51.6753,79.7825,65.41,62,100,11.79,broken clouds
505,Wanaka,NZ,-44.7,169.15,52.39,81,100,0.87,broken clouds
506,Murgab,TM,37.4966,61.9714,75.07,35,0,12.46,broken clouds
507,Dimitrie Cantemir,RO,46.5078,28.0547,58.05,91,4,5.19,broken clouds
508,Magog,CA,45.2668,-72.1491,75.42,83,99,9.22,broken clouds
509,Bagdarin,RU,54.4333,113.6,60.57,45,100,6.53,broken clouds
510,Ulaanbaatar,MN,47.9077,106.8832,59.13,51,20,5.68,broken clouds
511,Chuzhou,CN,32.3219,118.2978,88.07,49,78,4.81,broken clouds
512,Mogadishu,SO,2.0371,45.3438,78.42,84,18,15.32,broken clouds
513,Sobolevo,RU,54.4299,31.8996,54.16,95,9,5.5,broken clouds
514,Port Hardy,CA,50.6996,-127.4199,51.8,93,90,6.91,broken clouds
515,Les Cayes,HT,18.2,-73.75,77.77,80,79,5.55,broken clouds
516,Shache,CN,38.4167,77.2406,84.85,18,90,2.66,broken clouds
517,Pangnirtung,CA,66.1451,-65.7125,35.85,96,100,2.53,broken clouds
518,Moerai,PF,-22.4333,-151.3333,72.37,61,69,11.1,broken clouds
519,Spring Valley,US,36.108,-115.245,86.92,15,2,1.99,broken clouds
520,Utete,TZ,-7.986,38.758,66.13,95,52,2.55,broken clouds
521,Mbini,GQ,1.574,9.6134,77.94,88,98,4.94,broken clouds
522,Kyzyl-Suu,KG,42.3414,78.0056,59.86,57,1,4.38,broken clouds
523,Blagoyevo,RU,63.3667,47.9167,54.84,39,10,3.22,broken clouds
524,Kirovskiy,RU,45.0917,133.5136,81.28,49,21,3.42,broken clouds
525,Salalah,OM,17.0151,54.0924,82.4,88,84,9.78,broken clouds
526,Tezze Sul Brenta,IT,45.6866,11.7036,69.1,74,100,4.0,broken clouds
527,Kuah,MY,6.3265,99.8432,87.78,74,20,2.13,broken clouds
528,Pasighat,IN,28.0667,95.3333,76.91,90,100,1.74,broken clouds
529,Sinop,TR,41.7711,34.8709,55.24,70,96,2.93,broken clouds
530,Mount Gambier,AU,-37.8333,140.7667,53.51,58,100,25.32,broken clouds
531,Charlestown,AU,-32.95,151.6667,55.85,63,68,8.99,broken clouds
532,Lagoa,PT,39.05,-27.9833,64.98,92,6,16.13,broken clouds
533,Acapulco,MX,16.8634,-99.8901,81.59,83,100,2.13,broken clouds
534,Sabla,NG,12.7525,4.7077,85.17,45,56,7.78,broken clouds
535,Bintulu,MY,3.1667,113.0333,84.61,79,20,3.0,broken clouds
536,Hudson Bay,CA,52.85,-102.3842,61.02,56,100,6.62,broken clouds
537,Isangel,VU,-19.55,169.2667,77.11,61,40,7.67,broken clouds
538,Quilmana,PE,-12.95,-76.3833,65.03,79,100,3.53,broken clouds
539,Majene,ID,-3.5403,118.9707,85.69,66,100,3.98,broken clouds
540,Constantine,DZ,36.365,6.6147,58.41,67,0,1.14,broken clouds
541,Palmer,US,42.1584,-72.3287,73.62,81,100,3.6,broken clouds
542,Waipawa,NZ,-41.4122,175.5153,58.03,74,43,9.55,broken clouds
543,Pag,HR,44.445,15.0575,63.18,73,42,14.94,broken clouds
544,Bairiki,KI,1.3292,172.9752,86.0,70,40,10.8,broken clouds
545,Adelaide,AU,-34.9333,138.6,57.51,54,20,10.0,broken clouds
546,Kismayo,SO,-0.3582,42.5454,75.0,88,15,8.32,broken clouds
547,Aksu,CN,41.1231,80.2644,79.54,27,14,3.69,broken clouds
548,Praya,CV,14.9215,-23.5087,75.74,78,0,17.27,broken clouds
549,Myitkyina,MM,25.3833,97.4,80.64,85,100,1.92,broken clouds
550,Mantua,IT,45.1667,10.7833,68.7,85,89,1.99,broken clouds
551,Clarence Town,AU,-32.5833,151.7833,56.93,59,90,12.73,broken clouds
552,Sarangani,PH,5.4033,125.4636,83.66,74,98,8.46,broken clouds
553,Smithers,CA,54.7804,-127.1743,64.72,34,75,2.3,broken clouds
554,Moctezuma,MX,29.8,-109.6667,84.34,20,99,10.0,broken clouds
555,Medeiros Neto,BR,-17.3739,-40.2206,67.55,94,4,3.56,broken clouds
556,Lipari,IT,38.4674,14.954,70.95,78,25,15.05,broken clouds
557,Makakilo City,US,21.3469,-158.0858,82.56,59,75,23.49,broken clouds
558,Dubovyy Umet,RU,52.9763,50.2857,61.92,78,4,3.67,broken clouds
559,Itaituba,BR,-4.2761,-55.9836,77.04,72,62,1.9,broken clouds
560,Darnah,LY,32.767,22.6367,69.89,88,2,17.45,broken clouds
561,Timmins,CA,48.4669,-81.3331,62.42,72,75,5.08,broken clouds
562,Plettenberg Bay,ZA,-34.0527,23.3716,61.7,61,19,6.55,broken clouds
563,Iquitos,PE,-3.7481,-73.2472,77.04,88,0,3.44,broken clouds
564,Dalby,AU,-27.1833,151.2667,58.98,43,21,7.0,broken clouds
565,Vuktyl,RU,63.8567,57.3094,50.43,38,18,3.67,broken clouds
566,Kishi,NG,9.0833,3.85,71.38,88,89,4.81,broken clouds
567,Carballo,ES,43.213,-8.691,58.42,93,25,1.7,broken clouds
568,Bay Roberts,CA,47.5999,-53.2648,52.52,77,0,11.01,broken clouds
569,Awjilah,LY,29.1081,21.2869,73.11,58,3,10.71,broken clouds
570,Saint-Francois,FR,46.4154,3.9054,55.47,96,90,2.3,broken clouds
571,Point Fortin,TT,10.1833,-61.6833,80.15,84,96,12.5,broken clouds
572,Partenit,UA,44.578,34.3446,63.73,71,1,4.72,broken clouds
573,Ambilobe,MG,-13.2,49.05,64.6,78,0,3.6,broken clouds
574,Oum Hadjer,TD,13.2954,19.6966,84.61,47,71,5.44,broken clouds
575,Sorland,NO,67.667,12.6934,50.92,82,94,6.24,broken clouds
576,Kondinskoye,RU,59.6481,67.41,53.38,48,5,6.24,broken clouds
577,Fare,PF,-16.7,-151.0167,79.79,80,50,15.28,broken clouds
578,Clermont,FR,49.5,2.4167,61.16,89,52,4.23,broken clouds
579,Garissa,KE,-0.4536,39.6401,73.29,72,0,11.3,broken clouds
580,Kamenka,RU,51.3223,42.7678,60.6,83,50,1.72,broken clouds
581,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,38,0,37.98,broken clouds
582,Maltahohe,NA,-24.8333,16.9833,42.35,68,0,3.8,broken clouds
583,Kalevala,RU,65.2,31.1667,58.19,48,15,4.27,broken clouds
584,Gao,ML,16.6362,1.637,88.05,26,11,6.93,broken clouds
585,Guaranesia,BR,-21.2992,-46.8025,62.55,84,97,2.19,broken clouds
586,Florianopolis,BR,-27.6146,-48.5012,67.62,91,75,1.01,broken clouds
587,Phalaborwa,ZA,-23.943,31.1411,54.19,80,0,2.8,broken clouds
588,Bahir Dar,ET,11.5936,37.3908,63.34,75,9,1.81,broken clouds
589,Plouzane,FR,48.3833,-4.6167,53.92,97,90,3.71,broken clouds
590,Romans-Sur-Isere,FR,45.0464,5.0562,63.86,83,71,5.55,broken clouds
591,Chegdomyn,RU,51.1167,133.0167,84.67,29,4,5.91,broken clouds
592,Humaita,BR,-7.5061,-63.0208,76.6,80,100,2.39,broken clouds
593,Kuytun,RU,54.3419,101.5036,69.03,51,1,12.57,broken clouds
594,Guayaramerin,BO,-10.8368,-65.3614,71.19,97,90,1.03,broken clouds
595,Wageningen,NL,51.9667,5.6667,60.1,91,34,2.01,broken clouds
596,Shablykino,RU,52.8566,35.1964,56.34,93,55,3.2,broken clouds
597,Weston,US,26.1004,-80.3998,81.01,78,75,5.01,broken clouds
598,Dawei,MM,14.0833,98.2,76.68,96,100,11.9,broken clouds
599,Yar-Sale,RU,66.8333,70.8333,44.37,52,43,9.24,broken clouds
600,Yeghegnavan,AM,39.838,44.6253,61.2,63,0,2.08,broken clouds
601,Jijiga,ET,9.35,42.8,61.25,82,1,12.68,broken clouds
602,Klaebu,NO,63.2976,10.4826,53.06,87,55,0.76,broken clouds
603,Araouane,ML,18.9048,-3.5265,93.34,15,0,8.46,broken clouds
604,Yarmouth,US,41.7057,-70.2286,75.24,92,40,5.01,broken clouds
605,Miguel Alves,BR,-4.1656,-42.8953,74.01,92,79,2.04,broken clouds
606,Launceston,AU,-41.45,147.1667,56.8,83,75,11.99,broken clouds
607,Chaohu,CN,31.6,117.8667,87.04,54,98,5.12,broken clouds
608,Haicheng,CN,40.8516,122.7475,82.74,44,58,9.84,broken clouds
609,Sumenep,ID,-7.0167,113.8667,85.93,65,46,8.19,broken clouds
610,Shaunavon,CA,49.6501,-108.4181,55.18,64,98,17.05,broken clouds
611,Praia,CV,14.9215,-23.5087,75.74,78,0,17.27,broken clouds
612,Raudeberg,NO,61.9875,5.1352,56.07,85,6,9.98,broken clouds
613,Priekule,LV,56.4468,21.5897,47.59,91,9,1.59,broken clouds
614,Ikornnes,NO,62.3873,6.557,55.54,93,0,1.01,broken clouds
615,Parfenyevo,RU,58.484,43.4088,54.21,59,96,7.18,broken clouds
616,Hollola,FI,61.05,25.4333,55.33,82,70,1.5,broken clouds
617,Quatre Cocos,MU,-20.2078,57.7625,69.91,77,64,16.6,broken clouds
618,Quarai,BR,-30.3875,-56.4514,56.01,95,54,7.27,broken clouds
619,Ballitoville,ZA,-29.539,31.2144,57.24,87,0,5.57,broken clouds
620,Havoysund,NO,70.9963,24.6622,45.48,83,100,6.06,broken clouds
621,Hovd,MN,48.0056,91.6419,68.99,24,73,2.73,broken clouds
622,Marsa Matruh,EG,31.3525,27.2453,75.4,41,0,8.05,broken clouds
623,Deputatskiy,RU,69.3,139.9,46.9,62,100,22.77,broken clouds
624,Lovozero,RU,68.005,35.0117,53.83,78,100,5.84,broken clouds
625,Vavoua,CI,7.3819,-6.4778,70.77,98,77,3.44,broken clouds
626,Tornio,FI,65.8481,24.1466,51.82,68,97,2.73,broken clouds
627,Borazjan,IR,29.2666,51.2159,85.33,16,0,4.56,broken clouds
628,Qingdao,CN,36.0986,120.3719,78.4,78,40,8.28,broken clouds
629,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,72.99,57,88,11.41,broken clouds
630,Newport,GB,51.5877,-2.9984,55.54,87,28,4.03,broken clouds
631,Freising,DE,48.4035,11.7488,58.12,94,0,3.44,broken clouds
632,Windhoek,NA,-22.5594,17.0832,48.4,53,0,5.75,broken clouds
633,Camacha,PT,33.0833,-16.3333,61.56,82,40,3.44,broken clouds
634,Hjelset,NO,62.7833,7.4833,53.38,87,15,2.51,broken clouds
635,Terrace,CA,54.5163,-128.6035,60.71,63,75,24.16,broken clouds
636,Shchelkun,RU,56.3034,60.9483,51.37,55,91,7.2,broken clouds
637,Aktash,RU,50.3,87.7333,41.94,88,100,2.39,broken clouds
638,Kholodnyy,RU,62.7167,147.95,67.46,23,81,19.08,broken clouds
639,Santa Marta De Tormes,ES,40.9506,-5.6272,55.42,58,0,2.68,broken clouds
640,Oxelosund,SE,58.6706,17.1015,59.38,100,0,4.9,broken clouds
641,Olkhovka,RU,53.2115,60.6069,58.42,64,88,10.09,broken clouds
642,Paka,MY,4.6374,103.4368,87.73,70,20,2.26,broken clouds
643,Iralaya,HN,15.0,-83.2333,80.17,83,39,10.89,broken clouds
644,Abu Zabad,SD,12.35,29.25,83.23,47,9,9.22,broken clouds
645,Talcahuano,CL,-36.7167,-73.1167,56.88,100,90,12.66,broken clouds
646,Boa Vista,BR,2.8197,-60.6733,76.98,94,75,6.91,broken clouds
647,Casablanca,MA,33.5928,-7.6192,69.33,88,49,8.99,broken clouds
648,Bowen,AU,-20.0167,148.2333,75.42,36,0,15.73,broken clouds
649,Tombouctou,ML,20.0,-3.0,92.55,12,0,9.93,broken clouds
650,Nizwa,OM,22.9333,57.5333,86.36,53,1,2.24,broken clouds
651,Ashqelon,IL,31.6693,34.5715,74.41,64,19,4.92,broken clouds
652,Medvezhyegorsk,RU,62.9167,34.4667,53.49,50,70,3.13,broken clouds
653,Port Hedland,AU,-20.3167,118.5667,78.85,18,40,20.71,broken clouds
654,El Tigre,VE,8.8875,-64.2454,77.04,78,100,9.46,broken clouds
655,Cabra,ES,37.4725,-4.4421,73.9,35,9,4.88,broken clouds
656,Imeni Poliny Osipenko,RU,52.4201,136.4853,83.16,46,1,7.38,broken clouds
657,Nanma,CN,36.1817,118.1583,81.01,53,100,7.96,broken clouds
658,Baruun-Urt,MN,46.6806,113.2792,59.13,48,84,19.86,broken clouds
659,Tura,IN,25.5198,90.2201,81.32,80,49,5.64,broken clouds
660,Gat,IL,31.61,34.7642,73.4,63,33,3.62,broken clouds
661,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.73,44,71,4.43,broken clouds
662,Kropotkin,RU,45.4375,40.5756,56.05,86,1,5.7,broken clouds
663,Magaria,NE,12.9983,8.9099,81.52,46,48,8.9,broken clouds
664,Namtsy,RU,62.7161,129.6658,60.91,34,32,22.12,broken clouds
665,Kalmunai,LK,7.4167,81.8167,82.51,72,76,4.56,broken clouds
666,Strzelce Opolskie,PL,50.5107,18.3006,59.38,90,5,5.53,broken clouds
667,Nakhon Thai,TH,17.1006,100.8374,80.51,92,100,2.26,broken clouds
668,Port Macquarie,AU,-31.4333,152.9167,60.89,43,93,8.75,broken clouds
669,Snasa,NO,64.2457,12.3778,54.43,88,24,0.51,broken clouds
670,Luebo,CD,-5.35,21.4167,70.63,60,27,2.33,broken clouds
671,Guilin,CN,25.2819,110.2864,84.31,62,85,2.06,broken clouds
672,Catemaco,MX,18.4167,-95.1167,77.54,81,90,4.18,broken clouds
673,Troitsko-Pechorsk,RU,62.7084,56.1964,53.85,39,16,2.75,broken clouds
674,Turukhansk,RU,65.8167,87.9833,46.69,48,96,15.3,broken clouds
675,Laguna,US,38.421,-121.4238,71.24,45,30,7.0,broken clouds
676,Orlik,RU,52.5178,99.825,65.16,29,1,1.66,broken clouds
677,Cayenne,GF,4.9333,-52.3333,81.09,86,40,1.01,broken clouds
678,Salisbury,GB,51.0693,-1.7957,54.32,97,23,2.91,broken clouds
679,Buala,SB,-8.145,159.5921,85.03,69,83,7.81,broken clouds
680,Ilebo,CD,-4.3167,20.5833,71.91,65,42,1.81,broken clouds
681,Rongcheng,CN,30.634,117.8517,90.93,50,87,2.01,broken clouds
682,Caravelas,BR,-17.7125,-39.2481,73.09,86,0,4.56,broken clouds
